oid,delta_mag_fid_1,positive_fraction_1,delta_mag_fid_2,positive_fraction_2,Multiband_period,PPE,Period_band_2,delta_period_2,MHPS_ratio_1,MHPS_low_1,MHPS_high_1,MHPS_ratio_2,MHPS_low_2,MHPS_high_2,GP_DRW_sigma_1,GP_DRW_tau_1,GP_DRW_sigma_2,GP_DRW_tau_2,Psi_CS_1,Psi_eta_1,Psi_CS_2,Psi_eta_2,Harmonics_mag_1_1,Harmonics_mag_2_1,Harmonics_mag_3_1,Harmonics_mag_4_1,Harmonics_mag_5_1,Harmonics_mag_6_1,Harmonics_mag_7_1,Harmonics_phase_2_1,Harmonics_phase_3_1,Harmonics_phase_4_1,Harmonics_phase_5_1,Harmonics_phase_6_1,Harmonics_phase_7_1,Harmonics_mse_1,Harmonics_mag_1_2,Harmonics_mag_2_2,Harmonics_mag_3_2,Harmonics_mag_4_2,Harmonics_mag_5_2,Harmonics_mag_6_2,Harmonics_mag_7_2,Harmonics_phase_2_2,Harmonics_phase_3_2,Harmonics_phase_4_2,Harmonics_phase_5_2,Harmonics_phase_6_2,Harmonics_phase_7_2,Harmonics_mse_2,Power_rate_1/4,Power_rate_1/3,Power_rate_1/2,Power_rate_2,Power_rate_3,Power_rate_4,Amplitude_2,AndersonDarling_2,Autocor_length_2,Beyond1Std_2,Con_2,Gskew_2,Meanvariance_2,MedianAbsDev_2,MedianBRP_2,PairSlopeTrend_2,PercentAmplitude_2,Q31_2,Rcs_2,Skew_2,SmallKurtosis_2,Std_2,StetsonK_2,Pvar_2,ExcessVar_2,SF_ML_amplitude_2,SF_ML_gamma_2,IAR_phi_2,LinearTrend_2,SPM_A_1,SPM_t0_1,SPM_gamma_1,SPM_beta_1,SPM_tau_rise_1,SPM_tau_fall_1,SPM_A_2,SPM_t0_2,SPM_gamma_2,SPM_beta_2,SPM_tau_rise_2,SPM_tau_fall_2,SPM_chi_2,classALeRCE
ZTF17aadlxmv,2.244799999999998,1.0,1.8477299999999983,1.0,51.63042919434376,0.0187969266942772,0.0697739288931097,51.56065526545064,24.51058006286621,3.971277952194214,0.1620230078697204,26.178661346435547,1.0652023553848269,0.040689717978239,0.6234126693188463,11.01854468326034,0.2974249446009457,12.708960901657344,0.4416284429899774,0.3425353407279076,0.3617188479453846,0.3450648825680548,51.76897835546622,22.477996554522885,16.378288057047676,8.031787211794033,35.16730963461512,45.59349720041229,65.8230233436929,2.799745699019517,3.812069701089413,4.416339882549034,3.855748279096879,0.8019749942343992,3.92008025081126,4.069060949939105e-24,0.7408926342247212,0.2977647159224799,0.6343794835932002,0.3047762058736307,0.4114750140647777,0.1695506125207625,0.2164925724817799,3.143988176810297,1.4334435925440616,4.978245135288391,3.0399303634002117,0.8420041038997086,4.584622546282926,0.0212079082310717,0.1010861843824386,0.03142611682415,0.0694094374775886,0.7243572473526001,0.6486033797264099,0.6363961100578308,0.9238649999999992,0.9994118261073466,3.0,0.2222222222222222,0.0,0.5116829999999979,0.0251763184054803,0.346073500000001,0.3888888888888889,-0.5,0.0633592228207308,0.6577600000000032,0.3617188479453846,0.7672113068715098,1.1427796863728783,0.4667879513580013,0.8935309272809999,1.0,0.000594377331902,1.874733344770936,0.3488500947329939,0.8389711661149756,0.0019888363454613,0.3391682720149996,5.039545023535953,21.77996521393381,0.6421311713860136,2.329821971858099,11.68886476518128,0.3116862242237078,6.958040300184786,21.231911448771875,0.4167756885514793,3.677211813857992,30.0915466795046,0.594410299944818,SNIa
ZTF18aacdbzx,0.4959769999999999,1.0,0.7869949999999974,1.0,0.1565628603969615,0.0043838266204703,0.1857100908098144,0.0291472304128529,0.7521347403526306,0.0162452328950166,0.021598832681775,8.22111701965332,0.0737853273749351,0.0089750979095697,0.0120803420912128,1.5416143922511667,0.0702922498724811,15.265921831401153,0.366780310603506,1.0101747515575068,0.3644739705899997,0.4638093867841606,3.73100193156707,1.0305802178229944,4.626807045077169,2.398018216229572,2.417237564805352,1.966841651174132,6.632273791152169,5.789297888274876,4.023447460166347,2.294775635685852,3.69751227814551,4.12147584863121,5.312111163936635,1.9924372577582125e-28,621.990993876271,304.40145816474785,1578.91438463215,477.6813526021688,1009.1591132864212,802.837021475051,768.0120666120299,2.2446658550595364,2.931015434006677,3.690612256966411,6.117046082171395,5.840540110370803,2.604880712978061,4.33682849754515e-22,0.0470939129590988,0.0325791388750076,0.1813728213310241,0.0717206001281738,0.022535853087902,0.0093260956928133,0.3934974999999987,0.9993412151776176,2.0,0.1,0.0,0.3797810000000012,0.0110278448799053,0.1050039999999992,0.2,-0.3666666666666666,0.0303349175862788,0.2577819999999988,0.3818964741413464,1.3014402929304223,2.497957925316438,0.2126692061837108,0.7437865701870618,0.9993846632256762,6.843611521778303e-05,6.5128298339877695,0.9484802544628306,0.9243396175904368,0.0178063131869815,0.1837772843271078,-7.254933195284964,1.0007366302775165,0.3335852383709012,3.344742228920335,24.82141804910793,0.1141583594942685,-5.114810624199239,13.845733980825406,0.0637245875460611,10.514372048803173,20.82099156622667,0.044528857023021,SNIbc
ZTF18aadmssd,3.2939529999999984,1.0,2.1700979999999994,1.0,1.0053441891770103,0.0561455124205261,999.999952502551,998.994608313374,337.7945556640625,34.62159729003906,0.1024930626153945,342.5203552246094,12.741676330566406,0.0371997654438018,2.0737084838671955,117.09378776413966,0.9575915547875244,191.2320624577853,0.4344244549993728,0.9530350736045332,0.2706016597862547,0.6447862487097137,7.272322073278406,2.503748227057724,2.237135191711192,0.5447658501640728,3.8295636113755775,2.49479141684496,5.49666636741987,0.6292406675528285,1.759490433049942,5.585219738503678,4.970962359209569,4.4859216161805335,2.1563953257062174,5.062499998470486e-12,524.9371627931366,844.469586245866,882.8163831272356,676.7982728457328,380.8592544260392,145.94347766556453,30.33818879623795,1.8736417416692728,3.661469268194827,5.41229994513184,0.8585236299395227,2.5692389850413786,4.246522583599646,7.500000001576735e-12,0.7618283629417419,0.8668574690818787,0.9483053088188172,1.0,1.0,1.0,1.0850489999999997,0.9901116514448638,6.0,0.2,0.0,-0.1840040000000087,0.0377482359268204,0.4185920000000038,0.4666666666666667,-0.1,0.0665533631089716,0.9014322499999992,0.4038156811633536,-0.0661242357649982,-0.6214669397295749,0.6625236524476996,0.9176796871822058,1.0,0.0014108760767046,8.845398083624463,0.926170121054336,0.9889493355550162,0.0277996940652917,1.462568353840049,-20.995956310299675,28.83030829995016,0.7631443060323918,2.939173094352592,22.204705055939645,2.0679521729386825,-22.60652921367009,39.25563651438161,0.7551303757396799,17.087418862684686,46.7606852859892,1.1114890647262097,SNII
ZTF18aadzfso,1.3713629999999988,1.0,0.7973670000000013,1.0,1.0283610567985486,0.0347374024429411,37.0370360763312,36.008675019532646,0.7515106797218323,0.1992880553007125,0.2651832699775696,2.8622069358825684,0.2231763899326324,0.0779735371470451,0.2440024130531023,10.663539161722758,0.0632186171749667,12.420480074381812,0.3529050182327887,0.6048761502327719,0.4121809914796464,0.3797044319236745,4.480327926925487,5.0141336597553785,4.117690085410007,1.3646202940320735,2.3394111525999826,1.5323075640626858,2.6908553041789647,3.613420324158577,0.3560809428282567,4.820778264700241,6.093440719963075,3.0793085705265,1.0694535938471823,2.220559285565919e-06,54.19771135975421,49.21845583394154,48.74041156166394,50.56457329766221,39.45845900450715,24.67673427348942,9.080467105426278,6.058332575545029,6.061738854644799,6.18331491454628,0.1148622655170124,0.5550317151776487,0.8333984714105118,4.67294694526512e-25,0.0151958800852298,0.038506343960762,0.026093615218997,0.0360711142420768,0.0612608082592487,0.044374655932188,0.3986835000000006,0.9953444231313924,5.0,0.4666666666666667,0.0,-0.1867289999999997,0.0126349447332088,0.1443519999999978,0.2,-0.4333333333333333,0.0260128863303352,0.3389149999999965,0.4301453119610346,-0.4448138933527574,-0.7435030944617207,0.2381859582898671,0.8860964080527611,1.0,0.0001206780243032,0.1447803832156279,-0.2147606297560881,0.8992897846614086,0.0080687087852417,0.2113402727851933,5.369282891894186,5.263504325617053,0.0738143323273756,3.554813635886996,14.225585171372709,0.2579847961704639,4.309857711526325,18.03078399758508,0.606823521725174,3.95966581935398,85.04667690611197,0.0273865570461402,SNIa
ZTF18aaermez,0.728745,1.0,1.6820070000000025,1.0,0.1172520963233593,0.0086652622370154,0.1834384011348739,0.0661863048115146,3.0266730785369877,0.0607691556215286,0.0200778730213642,10.788471221923828,3.993572473526001,0.370170384645462,0.0537580506427507,0.0384048148387025,0.241635317821836,2.1793075712308005,0.4469631323664268,0.428535363271999,0.4056250306835524,0.6034972665646731,8.317882609301913,2.0936718128331924,2.1965576386879198,1.7843268152114555,1.1088182116578034,1.8065963604485915,1.581621132012363,0.0107414935114524,3.125706332939096,3.1605083688317084,6.106428932814644,6.111915382715328,3.2210078614095305,3.5751176224616255e-27,6.544001290901284,1.3827648169757183,0.7951935213510428,3.729994103181377,0.7237334215513944,3.2259902725166403,4.403920631355047,0.1353510924117846,5.849435605538603,1.444653668673249,4.879002924543701,4.383489907913333,1.1069670656086783,2.3590096509729134e-27,0.0120815206319093,0.0120815206319093,0.0249463468790054,0.1844975054264068,0.0497873537242412,0.0520240440964698,0.8410035000000011,0.9884195010145996,3.0,0.4,0.0,-0.3859390000000005,0.0296201252460873,0.3673915000000001,0.0,-0.2333333333333333,0.0563089448604494,0.7347830000000002,0.4326467493992982,-0.4940422305410334,-0.6049364379149758,0.5421220668493494,0.8655361140693365,1.0,0.0008160734402617,0.185903382178912,-0.4580038247706562,0.690001076181261,0.0120754418121257,0.1756842259317618,1.519583577824705,8.140842499593541,0.0011108321033486,8.207399344674167,21.426884766296187,0.4564768124380627,-10.767996723084371,44.21409473678813,0.4838257885667583,25.67586060596969,25.166045627237093,17.12269712775849,SNIa
ZTF18aahatvc,2.293833,1.0,2.4257430000000006,1.0,1.0092425382462926,0.0408473193178617,1.0092425382462926,0.0,30.107635498046875,8.063985824584961,0.267838567495346,32.957420349121094,6.898564338684082,0.2093174755573272,0.9867135832310542,50.948737380333526,0.709957674808618,47.08979176114509,0.3043452253803651,0.5484022786682574,0.2324039424614,0.1764764964439279,36.50957040218403,32.00174023503427,23.79680640006751,15.647356539868984,8.622271887091886,3.4735599551648653,0.832034234658048,3.1726679736443444,0.0206970319523383,3.1252581598285003,6.194811978858268,2.8892812885753583,5.712104258403003,0.1706314874200338,0.9894162545498792,0.2396769441154457,0.0556672521663051,0.0790655144792252,0.037876172949293,0.0382521408212387,0.0559799181116345,4.747992175930792,3.470129975765777,4.168600509845799,2.771345699455196,5.566506503318351,1.2843022417576613,0.0319229875274767,0.0141087612137198,0.009936767630279,0.0492588765919208,0.0096726370975375,0.0098224831745028,0.0095009403303265,1.1906792500000003,0.9996203477277557,11.0,0.4193548387096774,0.0,-0.2378269999999958,0.0379519370799361,0.634407000000003,0.0967741935483871,-0.1666666666666666,0.0684849546352772,1.322002249999997,0.441951661192775,-0.1592595996738694,-1.1742291023833165,0.7349940910837396,0.8910123575516117,1.0,0.0013867931385585,1.08520019146042,0.0666502768358238,0.970503579841536,0.0150682021667693,0.2871882793042831,6.484648636448458,32.31329011295322,0.8296205308068072,3.153954607179688,23.315662562988887,0.2585156169704976,6.862356422235802,31.900671238697967,0.5712181034148588,3.399532986596612,28.668302832377968,0.1414077900158387,SNIa
ZTF18aahvndq,2.408327,1.0,1.783373000000001,1.0,81.54506144158641,0.055254413847018,1.0111223228911903,80.53393911869522,46.43942260742188,10.995043754577637,0.23676098883152,207.88926696777344,8.6582612991333,0.0416484288871288,0.7076447978039887,64.11209814956904,0.438768560895279,19.155728644683123,0.4303076378228365,0.3240289295203784,0.4275982579896903,0.2080630098489162,5.076449650896588,0.6778747550461232,2.430695334800933,2.9357496483870684,1.802199891241708,0.7979980320474589,0.2855078717790401,3.2991430533524917,2.2075209201328456,4.944680341329527,1.1739947627339848,3.3377808552722072,5.533686603516777,4.299817840724662e-27,3.723553102447012,2.942916747101257,2.3429440123633314,1.53066622239065,0.8982731071882006,0.4929030931992588,0.146105789741062,2.6547614751377737,5.494893595120352,2.1322878486985344,5.000668704416535,1.6374057664249142,5.018281190961167,2.8787354879757533e-28,0.010715564712882,0.0119677037000656,0.0268166847527027,0.2714666426181793,0.2243617922067642,0.2111328691244125,0.8916865000000005,0.9959100249285224,4.0,0.4615384615384615,0.0,-0.2161550000000005,0.0354361703831165,0.5423220000000022,0.2307692307692307,-0.1666666666666666,0.0587858215111639,0.9199620000000016,0.4275982579896902,-0.3508497374153734,-1.064534343575163,0.6026644298472411,0.8807125677648885,1.0,0.0012483152512177,2.0233232084307287,0.3902105165356173,0.9402240895112912,0.0112302071972431,3.222093827249448,4.076732133784043,29.337135215562345,0.8497161695102993,2.608639949464539,22.475434344840792,2.35191527585654,13.064873250571726,33.60175538671792,0.7333635688626909,7.567847808559684,24.144588468070104,5.191488701300046,SNIa
ZTF18aailmnv,1.9375,1.0,1.6857970000000009,1.0,70.63196895340353,0.0538731385773691,70.63196895340353,0.0,11.065028190612791,2.272108554840088,0.2053414136171341,117.83661651611328,4.553470134735107,0.0386422351002693,0.3475708735912935,21.27347858263687,0.385297221687277,29.28726863502984,0.4484260877759382,0.1297609511152567,0.4279713167326082,0.2339131288122232,3566432.3141799583,2746523.931120417,1753001.5889825146,904588.3856463208,360109.6830430649,100969.25018219493,15386.64076416561,0.0010015044494231,0.0041047032702525,0.0111410704978105,0.0240987379388535,0.0486094036663509,0.1004184229676816,5.639374032931702e-14,0.422797101774807,0.4834518235865959,0.8824783987101303,0.6870964982646052,0.590284189898762,0.3589696510410712,0.4229743195378533,0.9874731641340508,3.2138535830876203,5.612015423140074,1.4799302999762451,3.9915796287121967,6.107332621693917,0.0006973440323987,0.0141942324116826,0.0225591547787189,0.1087323054671287,0.6487067341804504,0.5931663513183594,0.5740927457809448,0.8428985000000004,0.9998132521713956,6.0,0.2777777777777778,0.0,0.4726479999999995,0.0286737255352025,0.4257370000000016,0.1666666666666666,-0.3666666666666666,0.0566429491508655,0.9357830000000008,0.4279713167326092,0.5062245860813427,-0.9340332045047526,0.5487932541789498,0.889992255461663,1.0,0.000758216597375,2.730311194986624,0.4290861763328852,0.9513618613109588,0.0180624099742375,0.2616241022605118,4.635148317753539,7.9037072683861105,0.1533411989081946,3.933825525766805,13.858866758792145,0.204334880108899,6.718844431262616,22.289199184747623,0.5090228276755476,3.733500902473679,28.908232460758175,0.0967340509391347,SNIa
ZTF18aaisybp,1.9880639999999976,1.0,1.5405560000000025,1.0,97.43588751452702,0.1865071971169509,97.43588751452702,0.0,5.491492748260498,0.6860925555229187,0.1249373480677604,369.5380554199219,7.36076545715332,0.0199188292026519,0.7950070690625834,42.97433539646239,0.3987982606159149,70.14783267871003,0.4158953386485763,0.1925560498753545,0.4561028891339871,0.0943211024867975,8.237751627023814,3.13091889696785,1.8821360804770064,3.4075224570218428,0.2562739419443272,3.918805899632401,1.689195910868444,0.0109077307397696,3.104741419759356,3.120684264980724,2.710624243086904,0.0526386691750144,3.2252975910694794,9.938110704741378e-24,7.698472503126306,1.223244081007967,2.4420193478478818,1.3303258858361058,1.1846567129258658,1.6585235159962086,0.741137539242334,2.7134024415690368,2.957618143008194,5.938912755152467,6.012521968927869,2.5561887163764623,5.553363204284548,1.4655282594772572e-28,0.0188455712050199,0.0153103098273277,0.0920354723930358,0.7975016236305237,0.7356951236724854,0.7356951236724854,0.7702780000000011,0.9853358675665898,5.0,0.4444444444444444,0.0,0.1954619999999991,0.0294369539232732,0.5659409999999987,0.2222222222222222,-0.1,0.0465172524430281,1.0498569999999994,0.4561028891339871,-0.0028869900244962,-1.421543506792708,0.5517793605115576,0.925675471889696,1.0,0.0008268042923831,7.801299742477142,0.8197049418725308,0.9820309242289464,0.0362936552456893,0.5210203204903374,-14.88381343764257,19.89718820235366,0.6106568432670569,10.956244674181104,9.218400510589651,0.5397761082508358,-29.05709098184357,28.865969245625127,0.5428357596215667,10.342911606639568,27.876896838273847,0.243811884105919,SNIbc
ZTF18aaiykoz,3.063756999999999,1.0,2.786213,1.0,84.44444248705739,0.0824584956757175,90.90908370481108,6.46464121775368,272.5259094238281,27.67327880859375,0.1015436649322509,175.59349060058594,8.913251876831055,0.0507607199251651,1.0339439003551605,150.97231070037998,1.1221264677002267,84.42946872160914,0.4460010073026024,0.0114754214337786,0.4188615127559582,0.0609231029587784,1.50986338007939,0.4238530302704654,0.2122041756264982,0.1193002116123712,0.0669293492386245,0.0381680121210983,0.0133198315813737,2.069969437931295,3.535025152604815,5.136624734886814,0.447870474112916,1.4080998550833073,2.441594085563679,0.0019186167782946,1.3552631920622211,0.8746524364635436,0.5511343639384858,0.3927217919693985,0.2423252909029227,0.1207346353241909,0.0555690338960361,1.008201224892682,1.9755169069474547,2.3610283112513315,3.030701892653788,3.561649501335204,4.056797379281221,0.0013471227013697,0.0030763719696551,0.0133602367714047,0.009056644514203,0.4787357747554779,0.4019323885440826,0.3790314495563507,1.2983574999999998,0.999999820053486,16.0,0.4626865671641791,0.0151515151515151,0.7619139999999902,0.0380708467890093,0.5925020000000032,0.373134328358209,-0.3,0.1053678041108064,0.8734284999999993,0.4188615127559582,0.0855044688423185,-0.4674958182220354,0.6599122565582038,0.8195898730456711,1.0,0.0014377460068059,3.8597166671978376,0.5640122762473463,0.9682334748930744,0.0203242261078102,2.465453245950302,-12.812555582555987,48.741641092168,0.8042876807847196,26.75632704981564,21.20069614281515,1.6482758405734077,-8.28201540221109,54.36765545264297,0.6730957851664413,32.60409494710197,27.59496190481909,57.815624443436604,SNIa
